ISO_CODE,metro,city,year_month,electricity,heat,water_cool,water_hot
KR-42,강원특별자치도,정선군,2023-03,510.0,0.0,128.0,0.0
KR-42,강원특별자치도,철원군,2023-03,632.0,0.0,168.0,0.0
KR-42,강원특별자치도,화천군,2023-03,670.0,0.0,89.0,0.0
KR-42,강원특별자치도,양구군,2023-03,785.0,0.0,81.0,0.0
KR-42,강원특별자치도,인제군,2023-03,582.0,0.0,125.0,0.0
KR-42,강원특별자치도,고성군,2023-03,605.0,0.0,111.0,0.0
KR-42,강원특별자치도,양양군,2023-03,552.0,0.0,120.0,0.0
KR-11,서울특별시,종로구,2023-04,673.0,0.0,162.0,0.0
KR-11,서울특별시,중구,2023-04,688.0,4.0,216.0,6.0
KR-11,서울특별시,용산구,2023-04,708.0,627.0,161.0,181.0
KR-11,서울특별시,성동구,2023-04,731.0,38.0,216.0,5.0
KR-11,서울특별시,광진구,2023-04,687.0,99.0,199.0,24.0
KR-11,서울특별시,동대문구,2023-04,681.0,33.0,233.0,8.0
KR-11,서울특별시,중랑구,2023-04,639.0,76.0,198.0,89.0
KR-11,서울특별시,성북구,2023-04,694.0,23.0,227.0,12.0
KR-11,서울특별시,강북구,2023-04,672.0,60.0,233.0,22.0
KR-11,서울특별시,도봉구,2023-04,610.0,107.0,185.0,88.0
KR-11,서울특별시,노원구,2023-04,564.0,213.0,159.0,207.0
KR-11,서울특별시,은평구,2023-04,704.0,128.0,240.0,75.0
KR-11,서울특별시,서대문구,2023-04,701.0,52.0,216.0,105.0
KR-11,서울특별시,마포구,2023-04,773.0,140.0,243.0,104.0
KR-11,서울특별시,양천구,2023-04,656.0,216.0,192.0,214.0
KR-11,서울특별시,강서구,2023-04,600.0,212.0,192.0,175.0
KR-11,서울특별시,구로구,2023-04,628.0,54.0,236.0,66.0
KR-11,서울특별시,금천구,2023-04,659.0,49.0,218.0,27.0
KR-11,서울특별시,영등포구,2023-04,641.0,144.0,201.0,56.0
KR-11,서울특별시,동작구,2023-04,683.0,108.0,201.0,86.0
KR-11,서울특별시,관악구,2023-04,640.0,68.0,239.0,21.0
KR-11,서울특별시,서초구,2023-04,730.0,270.0,181.0,194.0
KR-11,서울특별시,강남구,2023-04,621.0,437.0,163.0,184.0
KR-11,서울특별시,송파구,2023-04,657.0,279.0,193.0,242.0
KR-11,서울특별시,강동구,2023-04,723.0,190.0,212.0,177.0
KR-26,부산광역시,중구,2023-04,423.0,0.0,161.0,0.0
KR-26,부산광역시,서구,2023-04,617.0,0.0,219.0,0.0
KR-26,부산광역시,동구,2023-04,742.0,0.0,241.0,0.0
KR-26,부산광역시,영도구,2023-04,487.0,64.0,224.0,22.0
KR-26,부산광역시,부산진구,2023-04,590.0,35.0,233.0,16.0
KR-26,부산광역시,동래구,2023-04,656.0,12.0,240.0,3.0
KR-26,부산광역시,남구,2023-04,628.0,0.0,237.0,0.0
KR-26,부산광역시,북구,2023-04,545.0,19.0,239.0,8.0
KR-26,부산광역시,해운대구,2023-04,624.0,104.0,221.0,111.0
KR-26,부산광역시,사하구,2023-04,515.0,55.0,241.0,12.0
KR-26,부산광역시,금정구,2023-04,592.0,1.0,232.0,1.0
KR-26,부산광역시,강서구,2023-04,693.0,85.0,235.0,213.0
KR-26,부산광역시,연제구,2023-04,570.0,0.0,234.0,0.0
KR-26,부산광역시,수영구,2023-04,593.0,15.0,215.0,27.0
KR-26,부산광역시,사상구,2023-04,486.0,44.0,256.0,31.0
KR-26,부산광역시,기장군,2023-04,622.0,124.0,250.0,170.0
KR-27,대구광역시,중구,2023-04,675.0,70.0,234.0,9.0
KR-27,대구광역시,동구,2023-04,611.0,37.0,242.0,26.0
KR-27,대구광역시,서구,2023-04,438.0,42.0,192.0,72.0
KR-27,대구광역시,남구,2023-04,568.0,23.0,205.0,6.0
KR-27,대구광역시,북구,2023-04,602.0,20.0,263.0,14.0
KR-27,대구광역시,수성구,2023-04,591.0,46.0,222.0,27.0
KR-27,대구광역시,달서구,2023-04,594.0,150.0,242.0,188.0
KR-27,대구광역시,달성군,2023-04,626.0,62.0,251.0,78.0
KR-27,대구광역시,군위군,2023-04,584.0,0.0,91.0,0.0
KR-28,인천광역시,중구,2023-04,641.0,137.0,200.0,182.0
KR-28,인천광역시,동구,2023-04,641.0,0.0,229.0,0.0
KR-28,인천광역시,미추홀구,2023-04,633.0,60.0,225.0,87.0
KR-28,인천광역시,연수구,2023-04,679.0,203.0,213.0,221.0
KR-28,인천광역시,남동구,2023-04,683.0,126.0,228.0,168.0
KR-28,인천광역시,부평구,2023-04,616.0,141.0,233.0,154.0
KR-28,인천광역시,계양구,2023-04,598.0,91.0,248.0,135.0
KR-28,인천광역시,서구,2023-04,692.0,106.0,219.0,178.0
KR-28,인천광역시,강화군,2023-04,541.0,0.0,236.0,0.0
KR-28,인천광역시,옹진군,2023-04,0.0,0.0,0.0,0.0
KR-29,광주광역시,동구,2023-04,587.0,0.0,162.0,0.0
KR-29,광주광역시,서구,2023-04,533.0,10.0,172.0,5.0
KR-29,광주광역시,남구,2023-04,531.0,0.0,170.0,0.0
KR-29,광주광역시,북구,2023-04,531.0,32.0,177.0,26.0
KR-29,광주광역시,광산구,2023-04,615.0,96.0,197.0,79.0
KR-30,대전광역시,동구,2023-04,590.0,56.0,216.0,27.0
KR-30,대전광역시,중구,2023-04,549.0,148.0,194.0,70.0
KR-30,대전광역시,서구,2023-04,544.0,203.0,207.0,170.0
KR-30,대전광역시,유성구,2023-04,611.0,151.0,191.0,146.0
KR-30,대전광역시,대덕구,2023-04,553.0,79.0,208.0,74.0
KR-31,울산광역시,중구,2023-04,631.0,3.0,252.0,0.0
KR-31,울산광역시,남구,2023-04,569.0,28.0,241.0,6.0
KR-31,울산광역시,동구,2023-04,535.0,8.0,265.0,3.0
KR-31,울산광역시,북구,2023-04,621.0,1.0,256.0,1.0
KR-31,울산광역시,울주군,2023-04,593.0,0.0,258.0,0.0
KR-50,세종특별자치시,,2023-04,671.0,189.0,279.0,289.0
KR-41,경기도,수원시 장안구,2023-04,672.0,194.0,236.0,244.0
KR-41,경기도,수원시 권선구,2023-04,676.0,148.0,221.0,184.0
KR-41,경기도,수원시 팔달구,2023-04,709.0,193.0,220.0,166.0
KR-41,경기도,수원시 영통구,2023-04,683.0,213.0,222.0,319.0
KR-41,경기도,성남시 수정구,2023-04,673.0,207.0,158.0,238.0
KR-41,경기도,성남시 중원구,2023-04,704.0,131.0,183.0,189.0
KR-41,경기도,성남시 분당구,2023-04,582.0,295.0,163.0,284.0
KR-41,경기도,의정부시,2023-04,660.0,67.0,281.0,86.0
KR-41,경기도,안양시 만안구,2023-04,712.0,56.0,226.0,119.0
KR-41,경기도,안양시 동안구,2023-04,656.0,248.0,238.0,309.0
KR-41,경기도,부천시 원미구 ,2023-04,644.0,273.0,210.0,294.0
KR-41,경기도,부천시 소사구 ,2023-04,678.0,145.0,189.0,125.0
KR-41,경기도,부천시 오정구 ,2023-04,622.0,215.0,227.0,151.0
KR-41,경기도,광명시,2023-04,705.0,174.0,222.0,195.0
KR-41,경기도,평택시,2023-04,644.0,78.0,252.0,139.0
KR-41,경기도,동두천시,2023-04,565.0,0.0,269.0,0.0
KR-41,경기도,안산시 상록구,2023-04,618.0,208.0,170.0,182.0
KR-41,경기도,안산시 단원구,2023-04,666.0,196.0,198.0,231.0
KR-41,경기도,고양시 덕양구,2023-04,642.0,226.0,232.0,284.0
KR-41,경기도,고양시 일산동구,2023-04,636.0,247.0,209.0,304.0
KR-41,경기도,고양시 일산서구,2023-04,607.0,234.0,215.0,273.0
KR-41,경기도,과천시,2023-04,731.0,395.0,209.0,316.0
KR-41,경기도,구리시,2023-04,657.0,54.0,272.0,80.0
KR-41,경기도,남양주시,2023-04,683.0,59.0,280.0,83.0
KR-41,경기도,오산시,2023-04,676.0,152.0,258.0,224.0
KR-41,경기도,시흥시,2023-04,703.0,105.0,256.0,143.0
KR-41,경기도,군포시,2023-04,616.0,261.0,249.0,234.0
KR-41,경기도,의왕시,2023-04,691.0,152.0,303.0,169.0
KR-41,경기도,하남시,2023-04,737.0,171.0,194.0,209.0
KR-41,경기도,용인시 처인구,2023-04,698.0,0.0,212.0,0.0
KR-41,경기도,용인시 기흥구,2023-04,654.0,204.0,210.0,238.0
KR-41,경기도,용인시 수지구,2023-04,647.0,245.0,197.0,272.0
KR-41,경기도,파주시,2023-04,669.0,124.0,301.0,181.0
KR-41,경기도,이천시,2023-04,664.0,28.0,311.0,15.0
KR-41,경기도,안성시,2023-04,630.0,0.0,291.0,0.0
KR-41,경기도,김포시,2023-04,703.0,123.0,266.0,178.0
KR-41,경기도,화성시,2023-04,721.0,179.0,282.0,282.0
KR-41,경기도,광주시,2023-04,693.0,0.0,227.0,0.0
KR-41,경기도,양주시,2023-04,651.0,109.0,302.0,164.0
KR-41,경기도,포천시,2023-04,618.0,0.0,303.0,0.0
KR-41,경기도,여주시,2023-04,617.0,0.0,151.0,0.0
KR-41,경기도,연천군,2023-04,613.0,0.0,181.0,0.0
KR-41,경기도,가평군,2023-04,654.0,0.0,251.0,0.0
KR-41,경기도,양평군,2023-04,644.0,0.0,274.0,0.0
KR-43,충청북도,청주시 상당구,2023-04,621.0,188.0,375.0,163.0
KR-43,충청북도,청주시 서원구,2023-04,596.0,262.0,378.0,187.0
KR-43,충청북도,청주시 흥덕구,2023-04,612.0,142.0,342.0,106.0
KR-43,충청북도,청주시 청원구,2023-04,631.0,5.0,335.0,0.0
KR-43,충청북도,충주시,2023-04,544.0,19.0,305.0,4.0
KR-43,충청북도,제천시,2023-04,512.0,46.0,261.0,17.0
KR-43,충청북도,보은군,2023-04,590.0,0.0,96.0,0.0
KR-43,충청북도,옥천군,2023-04,590.0,0.0,189.0,0.0
KR-43,충청북도,영동군,2023-04,474.0,0.0,231.0,0.0
KR-43,충청북도,증평군,2023-04,545.0,13.0,295.0,1.0
KR-43,충청북도,진천군,2023-04,630.0,0.0,145.0,0.0
KR-43,충청북도,괴산군,2023-04,633.0,0.0,177.0,0.0
KR-43,충청북도,음성군,2023-04,604.0,22.0,150.0,4.0
KR-43,충청북도,단양군,2023-04,553.0,0.0,248.0,0.0
KR-44,충청남도,천안시 동남구,2023-04,640.0,33.0,251.0,29.0
KR-44,충청남도,천안시 서북구,2023-04,633.0,36.0,245.0,49.0
KR-44,충청남도,공주시,2023-04,551.0,10.0,263.0,3.0
KR-44,충청남도,보령시,2023-04,448.0,30.0,268.0,8.0
KR-44,충청남도,아산시,2023-04,644.0,66.0,295.0,61.0
KR-44,충청남도,서산시,2023-04,582.0,38.0,261.0,9.0
KR-44,충청남도,논산시,2023-04,570.0,0.0,234.0,0.0
KR-44,충청남도,계룡시,2023-04,603.0,0.0,170.0,0.0
KR-44,충청남도,당진시,2023-04,602.0,12.0,284.0,9.0
KR-44,충청남도,금산군,2023-04,531.0,103.0,133.0,0.0
KR-44,충청남도,부여군,2023-04,458.0,0.0,266.0,0.0
KR-44,충청남도,서천군,2023-04,570.0,0.0,155.0,0.0
KR-44,충청남도,청양군,2023-04,622.0,3.0,210.0,0.0
KR-44,충청남도,홍성군,2023-04,643.0,163.0,185.0,210.0
KR-44,충청남도,예산군,2023-04,607.0,100.0,193.0,96.0
KR-44,충청남도,태안군,2023-04,546.0,4.0,162.0,5.0
KR-45,전라북도,전주시 완산구,2023-04,550.0,35.0,48.0,7.0
KR-45,전라북도,전주시 덕진구,2023-04,614.0,6.0,67.0,7.0
KR-45,전라북도,군산시,2023-04,574.0,22.0,300.0,6.0
KR-45,전라북도,익산시,2023-04,531.0,31.0,229.0,37.0
KR-45,전라북도,정읍시,2023-04,591.0,18.0,247.0,5.0
KR-45,전라북도,남원시,2023-04,514.0,84.0,222.0,5.0
KR-45,전라북도,김제시,2023-04,438.0,19.0,240.0,3.0
KR-45,전라북도,완주군,2023-04,599.0,0.0,187.0,0.0
KR-45,전라북도,진안군,2023-04,419.0,0.0,162.0,0.0
KR-45,전라북도,무주군,2023-04,652.0,0.0,210.0,0.0
KR-45,전라북도,장수군,2023-04,574.0,0.0,202.0,0.0
KR-45,전라북도,임실군,2023-04,607.0,0.0,205.0,0.0
KR-45,전라북도,순창군,2023-04,584.0,0.0,72.0,0.0
KR-45,전라북도,고창군,2023-04,559.0,0.0,142.0,0.0
KR-45,전라북도,부안군,2023-04,600.0,0.0,162.0,0.0
KR-46,전라남도,목포시,2023-04,566.0,0.0,215.0,0.0
KR-46,전라남도,여수시,2023-04,532.0,3.0,177.0,1.0
KR-46,전라남도,순천시,2023-04,549.0,0.0,249.0,0.0
KR-46,전라남도,나주시,2023-04,597.0,197.0,142.0,137.0
KR-46,전라남도,광양시,2023-04,431.0,96.0,252.0,11.0
KR-46,전라남도,담양군,2023-04,419.0,0.0,109.0,0.0
KR-46,전라남도,구례군,2023-04,574.0,0.0,191.0,0.0
KR-46,전라남도,고흥군,2023-04,601.0,0.0,235.0,0.0
KR-46,전라남도,보성군,2023-04,634.0,0.0,148.0,0.0
KR-46,전라남도,화순군,2023-04,464.0,0.0,208.0,0.0
KR-46,전라남도,장흥군,2023-04,722.0,0.0,222.0,0.0
KR-46,전라남도,강진군,2023-04,617.0,0.0,161.0,0.0
KR-46,전라남도,해남군,2023-04,655.0,0.0,148.0,0.0
KR-46,전라남도,영암군,2023-04,559.0,14.0,238.0,0.0
KR-46,전라남도,무안군,2023-04,699.0,0.0,173.0,0.0
KR-46,전라남도,함평군,2023-04,727.0,0.0,172.0,0.0
KR-46,전라남도,영광군,2023-04,544.0,0.0,130.0,0.0
KR-46,전라남도,장성군,2023-04,594.0,0.0,109.0,0.0
KR-46,전라남도,완도군,2023-04,610.0,0.0,141.0,0.0
KR-46,전라남도,진도군,2023-04,638.0,0.0,145.0,0.0
KR-47,경상북도,포항시 남구,2023-04,535.0,94.0,154.0,27.0
KR-47,경상북도,포항시 북구,2023-04,573.0,48.0,169.0,9.0
KR-47,경상북도,경주시,2023-04,521.0,9.0,207.0,2.0
KR-47,경상북도,김천시,2023-04,560.0,8.0,168.0,1.0
KR-47,경상북도,안동시,2023-04,540.0,167.0,204.0,22.0
KR-47,경상북도,구미시,2023-04,581.0,3.0,220.0,6.0
KR-47,경상북도,영주시,2023-04,529.0,142.0,185.0,13.0
KR-47,경상북도,영천시,2023-04,536.0,18.0,217.0,2.0
KR-47,경상북도,상주시,2023-04,545.0,57.0,197.0,10.0
KR-47,경상북도,문경시,2023-04,570.0,107.0,172.0,29.0
KR-47,경상북도,경산시,2023-04,595.0,6.0,268.0,1.0
KR-47,경상북도,의성군,2023-04,538.0,0.0,207.0,0.0
KR-47,경상북도,청송군,2023-04,627.0,0.0,133.0,0.0
KR-47,경상북도,영양군,2023-04,638.0,0.0,114.0,0.0
KR-47,경상북도,영덕군,2023-04,629.0,0.0,209.0,0.0
KR-47,경상북도,청도군,2023-04,699.0,0.0,168.0,0.0
KR-47,경상북도,고령군,2023-04,537.0,0.0,164.0,0.0
KR-47,경상북도,성주군,2023-04,751.0,0.0,277.0,0.0
KR-47,경상북도,칠곡군,2023-04,542.0,0.0,217.0,0.0
KR-47,경상북도,예천군,2023-04,629.0,0.0,146.0,0.0
KR-47,경상북도,봉화군,2023-04,649.0,0.0,95.0,0.0
KR-47,경상북도,울진군,2023-04,543.0,0.0,32.0,0.0
KR-48,경상남도,창원시 의창구,2023-04,695.0,0.0,256.0,0.0
KR-48,경상남도,창원시 성산구,2023-04,526.0,6.0,245.0,7.0
KR-48,경상남도,창원시 마산합포구,2023-04,560.0,3.0,230.0,0.0
KR-48,경상남도,창원시 마산회원구,2023-04,588.0,29.0,240.0,15.0
KR-48,경상남도,창원시 진해구,2023-04,578.0,0.0,248.0,0.0
KR-48,경상남도,진주시,2023-04,588.0,46.0,152.0,51.0
KR-48,경상남도,통영시,2023-04,584.0,0.0,182.0,0.0
KR-48,경상남도,사천시,2023-04,544.0,0.0,316.0,0.0
KR-48,경상남도,김해시,2023-04,583.0,43.0,341.0,76.0
KR-48,경상남도,밀양시,2023-04,476.0,0.0,279.0,0.0
KR-48,경상남도,거제시,2023-04,597.0,1.0,170.0,0.0
KR-48,경상남도,양산시,2023-04,549.0,99.0,231.0,149.0
KR-48,경상남도,의령군,2023-04,657.0,0.0,132.0,0.0
KR-48,경상남도,함안군,2023-04,546.0,0.0,222.0,0.0
KR-48,경상남도,창녕군,2023-04,576.0,0.0,193.0,0.0
KR-48,경상남도,고성군,2023-04,530.0,51.0,199.0,0.0
KR-48,경상남도,남해군,2023-04,667.0,0.0,74.0,0.0
KR-48,경상남도,하동군,2023-04,478.0,0.0,193.0,0.0
KR-48,경상남도,산청군,2023-04,603.0,0.0,153.0,0.0
KR-48,경상남도,함양군,2023-04,628.0,0.0,163.0,0.0
KR-48,경상남도,거창군,2023-04,562.0,0.0,171.0,0.0
KR-48,경상남도,합천군,2023-04,609.0,0.0,229.0,0.0
KR-49,제주특별자치도,제주시,2023-04,535.0,0.0,230.0,3.0
KR-49,제주특별자치도,서귀포시,2023-04,578.0,5.0,202.0,8.0
KR-42,강원특별자치도,춘천시,2023-04,583.0,50.0,150.0,29.0
KR-42,강원특별자치도,원주시,2023-04,575.0,5.0,221.0,1.0
KR-42,강원특별자치도,강릉시,2023-04,572.0,44.0,238.0,7.0
KR-42,강원특별자치도,동해시,2023-04,586.0,25.0,220.0,3.0
KR-42,강원특별자치도,태백시,2023-04,592.0,0.0,160.0,0.0
KR-42,강원특별자치도,속초시,2023-04,563.0,11.0,237.0,3.0
KR-42,강원특별자치도,삼척시,2023-04,562.0,0.0,203.0,0.0
KR-42,강원특별자치도,홍천군,2023-04,580.0,0.0,221.0,0.0
KR-42,강원특별자치도,횡성군,2023-04,630.0,0.0,256.0,0.0
KR-42,강원특별자치도,영월군,2023-04,457.0,0.0,210.0,0.0
KR-42,강원특별자치도,평창군,2023-04,437.0,3.0,128.0,0.0
KR-42,강원특별자치도,정선군,2023-04,515.0,0.0,129.0,0.0
KR-42,강원특별자치도,철원군,2023-04,558.0,0.0,164.0,0.0
KR-42,강원특별자치도,화천군,2023-04,639.0,0.0,87.0,0.0
KR-42,강원특별자치도,양구군,2023-04,660.0,0.0,91.0,0.0
KR-42,강원특별자치도,인제군,2023-04,586.0,0.0,123.0,0.0
KR-42,강원특별자치도,고성군,2023-04,580.0,0.0,126.0,0.0
KR-42,강원특별자치도,양양군,2023-04,523.0,0.0,128.0,0.0
KR-11,서울특별시,종로구,2023-05,698.0,0.0,235.0,0.0
KR-11,서울특별시,중구,2023-05,699.0,1.0,213.0,6.0
KR-11,서울특별시,용산구,2023-05,704.0,310.0,160.0,164.0
KR-11,서울특별시,성동구,2023-05,721.0,22.0,214.0,4.0
KR-11,서울특별시,광진구,2023-05,674.0,52.0,197.0,23.0
KR-11,서울특별시,동대문구,2023-05,679.0,21.0,211.0,7.0
KR-11,서울특별시,중랑구,2023-05,640.0,33.0,199.0,76.0
KR-11,서울특별시,성북구,2023-05,703.0,3.0,246.0,17.0
KR-11,서울특별시,강북구,2023-05,657.0,36.0,221.0,22.0
KR-11,서울특별시,도봉구,2023-05,571.0,47.0,201.0,64.0
KR-11,서울특별시,노원구,2023-05,550.0,102.0,169.0,188.0
KR-11,서울특별시,은평구,2023-05,718.0,66.0,235.0,69.0
KR-11,서울특별시,서대문구,2023-05,714.0,26.0,232.0,83.0
KR-11,서울특별시,마포구,2023-05,750.0,59.0,231.0,99.0
KR-11,서울특별시,양천구,2023-05,665.0,97.0,191.0,177.0
KR-11,서울특별시,강서구,2023-05,600.0,93.0,195.0,145.0
KR-11,서울특별시,구로구,2023-05,613.0,23.0,222.0,52.0
KR-11,서울특별시,금천구,2023-05,668.0,27.0,238.0,22.0
KR-11,서울특별시,영등포구,2023-05,656.0,53.0,210.0,52.0
KR-11,서울특별시,동작구,2023-05,677.0,50.0,216.0,74.0
KR-11,서울특별시,관악구,2023-05,612.0,35.0,231.0,20.0
KR-11,서울특별시,서초구,2023-05,744.0,149.0,183.0,167.0
KR-11,서울특별시,강남구,2023-05,642.0,178.0,168.0,164.0
KR-11,서울특별시,송파구,2023-05,656.0,129.0,202.0,223.0
KR-11,서울특별시,강동구,2023-05,719.0,110.0,220.0,152.0
KR-26,부산광역시,중구,2023-05,414.0,0.0,171.0,0.0
KR-26,부산광역시,서구,2023-05,603.0,0.0,225.0,0.0
KR-26,부산광역시,동구,2023-05,707.0,0.0,253.0,0.0
KR-26,부산광역시,영도구,2023-05,506.0,33.0,248.0,21.0
KR-26,부산광역시,부산진구,2023-05,594.0,12.0,245.0,13.0
KR-26,부산광역시,동래구,2023-05,650.0,6.0,253.0,3.0
KR-26,부산광역시,남구,2023-05,633.0,0.0,246.0,0.0
KR-26,부산광역시,북구,2023-05,540.0,8.0,255.0,8.0
KR-26,부산광역시,해운대구,2023-05,630.0,65.0,228.0,101.0
KR-26,부산광역시,사하구,2023-05,498.0,21.0,253.0,13.0
KR-26,부산광역시,금정구,2023-05,575.0,0.0,237.0,1.0
KR-26,부산광역시,강서구,2023-05,697.0,43.0,247.0,190.0
KR-26,부산광역시,연제구,2023-05,571.0,0.0,243.0,0.0
KR-26,부산광역시,수영구,2023-05,576.0,10.0,251.0,25.0
KR-26,부산광역시,사상구,2023-05,484.0,8.0,261.0,30.0
KR-26,부산광역시,기장군,2023-05,658.0,78.0,261.0,160.0
KR-27,대구광역시,중구,2023-05,676.0,4.0,235.0,7.0
KR-27,대구광역시,동구,2023-05,592.0,19.0,247.0,21.0
KR-27,대구광역시,서구,2023-05,432.0,27.0,192.0,50.0
KR-27,대구광역시,남구,2023-05,552.0,15.0,212.0,6.0
KR-27,대구광역시,북구,2023-05,597.0,5.0,264.0,12.0
KR-27,대구광역시,수성구,2023-05,577.0,21.0,226.0,26.0
KR-27,대구광역시,달서구,2023-05,590.0,82.0,248.0,147.0
KR-27,대구광역시,달성군,2023-05,633.0,36.0,254.0,62.0
KR-27,대구광역시,군위군,2023-05,557.0,0.0,198.0,0.0
KR-28,인천광역시,중구,2023-05,632.0,65.0,197.0,150.0
KR-28,인천광역시,동구,2023-05,652.0,0.0,222.0,0.0
KR-28,인천광역시,미추홀구,2023-05,628.0,30.0,230.0,71.0
KR-28,인천광역시,연수구,2023-05,681.0,93.0,216.0,187.0
KR-28,인천광역시,남동구,2023-05,647.0,61.0,237.0,139.0
KR-28,인천광역시,부평구,2023-05,592.0,60.0,245.0,136.0
KR-28,인천광역시,계양구,2023-05,587.0,41.0,256.0,110.0
KR-28,인천광역시,서구,2023-05,697.0,59.0,228.0,152.0
KR-28,인천광역시,강화군,2023-05,510.0,0.0,252.0,0.0
KR-28,인천광역시,옹진군,2023-05,0.0,0.0,0.0,0.0
KR-29,광주광역시,동구,2023-05,603.0,0.0,165.0,0.0
KR-29,광주광역시,서구,2023-05,515.0,6.0,178.0,5.0
KR-29,광주광역시,남구,2023-05,515.0,0.0,175.0,0.0
KR-29,광주광역시,북구,2023-05,519.0,16.0,188.0,26.0
KR-29,광주광역시,광산구,2023-05,609.0,54.0,209.0,68.0
KR-30,대전광역시,동구,2023-05,570.0,17.0,221.0,27.0
KR-30,대전광역시,중구,2023-05,549.0,56.0,200.0,63.0
KR-30,대전광역시,서구,2023-05,532.0,78.0,210.0,154.0
KR-30,대전광역시,유성구,2023-05,616.0,75.0,197.0,128.0
KR-30,대전광역시,대덕구,2023-05,548.0,26.0,212.0,79.0
KR-31,울산광역시,중구,2023-05,594.0,2.0,269.0,0.0
KR-31,울산광역시,남구,2023-05,543.0,18.0,253.0,6.0
KR-31,울산광역시,동구,2023-05,520.0,11.0,284.0,3.0
KR-31,울산광역시,북구,2023-05,612.0,0.0,267.0,1.0
KR-31,울산광역시,울주군,2023-05,579.0,0.0,265.0,0.0
KR-50,세종특별자치시,,2023-05,702.0,116.0,295.0,241.0
KR-41,경기도,수원시 장안구,2023-05,664.0,98.0,247.0,200.0
KR-41,경기도,수원시 권선구,2023-05,650.0,83.0,232.0,149.0
KR-41,경기도,수원시 팔달구,2023-05,691.0,112.0,235.0,139.0
KR-41,경기도,수원시 영통구,2023-05,667.0,102.0,228.0,257.0
KR-41,경기도,성남시 수정구,2023-05,699.0,116.0,162.0,201.0
KR-41,경기도,성남시 중원구,2023-05,666.0,68.0,186.0,147.0
KR-41,경기도,성남시 분당구,2023-05,565.0,135.0,165.0,236.0
KR-41,경기도,의정부시,2023-05,659.0,35.0,284.0,70.0
KR-41,경기도,안양시 만안구,2023-05,728.0,30.0,231.0,96.0
KR-41,경기도,안양시 동안구,2023-05,659.0,118.0,242.0,240.0
KR-41,경기도,부천시 원미구 ,2023-05,631.0,125.0,226.0,231.0
KR-41,경기도,부천시 소사구 ,2023-05,714.0,68.0,200.0,119.0
KR-41,경기도,부천시 오정구 ,2023-05,607.0,88.0,215.0,145.0
KR-41,경기도,광명시,2023-05,698.0,64.0,222.0,178.0
KR-41,경기도,평택시,2023-05,666.0,44.0,264.0,114.0
KR-41,경기도,동두천시,2023-05,559.0,0.0,284.0,0.0
KR-41,경기도,안산시 상록구,2023-05,580.0,100.0,172.0,166.0
KR-41,경기도,안산시 단원구,2023-05,637.0,91.0,200.0,183.0
KR-41,경기도,고양시 덕양구,2023-05,645.0,113.0,258.0,233.0
KR-41,경기도,고양시 일산동구,2023-05,636.0,112.0,227.0,247.0
KR-41,경기도,고양시 일산서구,2023-05,591.0,113.0,238.0,218.0
KR-41,경기도,과천시,2023-05,725.0,199.0,207.0,268.0
KR-41,경기도,구리시,2023-05,650.0,30.0,277.0,65.0
KR-41,경기도,남양주시,2023-05,667.0,36.0,280.0,64.0
KR-41,경기도,오산시,2023-05,662.0,79.0,273.0,180.0
KR-41,경기도,시흥시,2023-05,674.0,66.0,263.0,114.0
KR-41,경기도,군포시,2023-05,595.0,128.0,255.0,204.0
KR-41,경기도,의왕시,2023-05,659.0,82.0,312.0,140.0
KR-41,경기도,하남시,2023-05,737.0,110.0,190.0,174.0
KR-41,경기도,용인시 처인구,2023-05,674.0,0.0,218.0,0.0
KR-41,경기도,용인시 기흥구,2023-05,625.0,102.0,218.0,195.0
KR-41,경기도,용인시 수지구,2023-05,612.0,120.0,203.0,229.0
KR-41,경기도,파주시,2023-05,659.0,58.0,309.0,154.0
KR-41,경기도,이천시,2023-05,663.0,11.0,324.0,17.0
KR-41,경기도,안성시,2023-05,619.0,0.0,321.0,0.0
KR-41,경기도,김포시,2023-05,706.0,68.0,277.0,145.0
KR-41,경기도,화성시,2023-05,716.0,92.0,295.0,228.0
KR-41,경기도,광주시,2023-05,672.0,0.0,230.0,0.0
KR-41,경기도,양주시,2023-05,662.0,64.0,307.0,138.0
KR-41,경기도,포천시,2023-05,600.0,0.0,311.0,0.0
KR-41,경기도,여주시,2023-05,581.0,0.0,151.0,0.0
KR-41,경기도,연천군,2023-05,596.0,0.0,148.0,0.0
KR-41,경기도,가평군,2023-05,565.0,0.0,208.0,0.0
KR-41,경기도,양평군,2023-05,632.0,0.0,295.0,0.0
KR-43,충청북도,청주시 상당구,2023-05,616.0,72.0,381.0,158.0
KR-43,충청북도,청주시 서원구,2023-05,569.0,109.0,367.0,192.0
KR-43,충청북도,청주시 흥덕구,2023-05,590.0,79.0,345.0,100.0
KR-43,충청북도,청주시 청원구,2023-05,610.0,3.0,337.0,0.0
KR-43,충청북도,충주시,2023-05,513.0,13.0,306.0,4.0
KR-43,충청북도,제천시,2023-05,484.0,26.0,267.0,17.0
KR-43,충청북도,보은군,2023-05,540.0,0.0,96.0,0.0
KR-43,충청북도,옥천군,2023-05,562.0,0.0,192.0,0.0
KR-43,충청북도,영동군,2023-05,447.0,0.0,233.0,0.0
KR-43,충청북도,증평군,2023-05,724.0,8.0,381.0,2.0
KR-43,충청북도,진천군,2023-05,605.0,0.0,149.0,0.0
